,movieId,tagId,relevance
17177,16,258,0.918
17187,16,268,0.8540000000000001
17188,16,269,0.90925
17284,16,365,0.83575
17340,16,421,0.9085
17342,16,423,0.9915
17343,16,424,0.99025
17382,16,463,0.857
17384,16,465,0.93175
17388,16,469,0.8812500000000001
17391,16,472,0.93175
17429,16,510,0.8807499999999999
17455,16,536,0.93575
17514,16,595,0.96775
17541,16,622,0.995
17553,16,634,0.88375
17577,16,658,0.99425
17610,16,691,0.96475
17660,16,741,0.999
17677,16,758,0.94475
17900,16,981,0.9305
18003,16,1084,0.966
18004,16,1085,0.98125
18008,16,1089,0.84325
18050,17,3,0.98
18057,17,10,0.89175
18068,17,21,0.8420000000000001
18069,17,22,0.976
18154,17,107,0.8775
18160,17,113,0.81
18168,17,121,0.819
18169,17,122,0.8102499999999999
18248,17,201,0.83975
18306,17,259,0.9685
18397,17,350,0.87425
18621,17,574,0.92975
18653,17,606,0.92425
18655,17,608,0.8047500000000001
18818,17,771,0.83325
18821,17,774,0.96225
18910,17,863,0.8260000000000001
18911,17,864,0.95775
18970,17,923,0.8585
19701,18,526,0.90375
19910,18,735,0.885
20147,18,972,0.83575
20184,18,1009,0.8005
20337,19,34,0.847
20533,19,230,0.9825
20575,19,272,0.8234999999999999
20603,19,300,0.97225
20635,19,332,0.97375
20636,19,333,0.8047500000000001
20719,19,416,0.853
20720,19,417,0.92
20721,19,418,0.88175
20754,19,451,0.8935
20758,19,455,0.98725
20779,19,476,0.81575
20808,19,505,0.94
21045,19,742,0.90325
21073,19,770,0.8162499999999999
21204,19,901,0.96125
21205,19,902,0.92075
21222,19,919,0.8474999999999999
21223,19,920,0.98625
21282,19,979,0.9285
21283,19,980,0.875
21374,19,1071,0.95525
21450,20,19,0.94225
21451,20,20,0.8062499999999999
21626,20,195,0.8687499999999999
21878,20,447,0.8314999999999999
22814,21,255,0.8187500000000001
22982,21,423,0.91475
22983,21,424,0.88975
23028,21,469,0.87625
23217,21,658,0.95825
23301,21,742,0.8445
23987,22,300,0.9685
24245,22,558,0.905
24369,22,682,0.8752500000000001
24370,22,683,0.92225
24484,22,797,0.91975
24510,22,823,0.84425
24511,22,824,0.90525
24561,22,874,0.8447499999999999
24590,22,903,0.99725
24686,22,999,0.938
24687,22,1000,0.97375
24707,22,1020,0.8115000000000001
24712,22,1025,0.902
24834,23,19,0.9775
24835,23,20,0.8472500000000001
24896,23,81,0.9925
24897,23,82,0.9705
24898,23,83,0.9795
25010,23,195,0.9055
25184,23,369,0.8879999999999999
25262,23,447,0.9425
25296,23,481,0.901
25325,23,510,0.99425
25327,23,512,0.93975
25461,23,646,0.86425
25812,23,997,0.90875
26470,24,527,0.8334999999999999
26568,24,625,0.8089999999999999
26978,24,1035,0.873
27096,25,25,0.8745
27113,25,42,0.941
27209,25,138,0.8480000000000001
27265,25,194,0.87625
27356,25,285,0.8145
27363,25,292,0.8174999999999999
27367,25,296,0.912
27368,25,297,0.9005000000000001
27390,25,319,0.8620000000000001
27394,25,323,0.8174999999999999
27399,25,328,0.97825
27536,25,465,0.8925000000000001
27567,25,496,0.8015000000000001
27666,25,595,0.92375
27681,25,610,0.97725
27684,25,613,0.8520000000000001
27711,25,640,0.97325
27813,25,742,0.81725
27817,25,746,0.8945000000000001
27818,25,747,0.93525
27917,25,846,0.85975
28193,25,1122,0.80375
29111,26,912,0.99425
29353,27,26,0.95325
29530,27,203,0.90675
29562,27,235,0.98475
29563,27,236,0.89375
29739,27,412,0.97725
29766,27,439,0.97625
29779,27,452,0.8625
30044,27,717,0.8342499999999999
30389,27,1062,0.95775
30443,27,1116,0.93675
30458,28,3,0.9655
30465,28,10,0.8572500000000001
30476,28,21,0.93375
30477,28,22,0.98475
30577,28,122,0.8222499999999999
30714,28,259,0.8274999999999999
30805,28,350,0.907
31029,28,574,0.95475
31061,28,606,0.922
31229,28,774,0.90775
31319,28,864,0.8055000000000001
31669,29,86,0.80525
31705,29,122,0.84375
31722,29,139,0.8095000000000001
31726,29,143,0.8194999999999999
31775,29,192,0.88025
31786,29,203,0.8645
31787,29,204,0.89825
31795,29,212,0.8627499999999999
31804,29,221,0.82975
31823,29,240,0.83725
31868,29,285,0.9415
31870,29,287,0.9965
31908,29,325,0.9275
31909,29,326,0.96225
31919,29,336,0.8799999999999999
31934,29,351,0.8534999999999999
31954,29,371,0.8507499999999999
31960,29,377,0.8095000000000001
31961,29,378,0.8805000000000001
31994,29,411,0.8374999999999999
32003,29,420,0.907
32118,29,535,0.9815
32217,29,634,0.83975
32223,29,640,0.81925
32293,29,710,0.88775
32325,29,742,0.87575
32555,29,972,0.8527499999999999
32557,29,974,0.905
32560,29,977,0.8614999999999999
32565,29,982,0.9185
32578,29,995,0.9885
32579,29,996,0.939
32673,29,1090,0.99125
32674,29,1091,0.96225
32675,29,1092,0.99275
32676,29,1093,0.8825000000000001
32687,29,1104,0.98425
32716,30,5,0.8322499999999999
32833,30,122,0.859
32923,30,212,0.9195
33134,30,423,0.8365
33683,30,972,0.813
33688,30,977,0.8254999999999999
33801,30,1090,0.8140000000000001
34291,31,452,0.91925
34342,31,503,0.8852500000000001
34387,31,548,0.85375
34485,31,646,0.87375
34724,31,885,0.8005
34849,31,1010,0.9505
34985,32,18,0.8022499999999999
35019,32,52,0.8899999999999999
35159,32,192,0.9175
35207,32,240,0.96425
35209,32,242,0.974
35210,32,243,0.94825
35217,32,250,0.829
35252,32,285,0.8247500000000001
35266,32,299,0.8320000000000001
35278,32,311,0.8220000000000001
35303,32,336,0.944
35304,32,337,0.99875
35316,32,349,0.92225
35318,32,351,0.804
35331,32,364,0.82375
35386,32,419,0.99625
35387,32,420,0.96975
35405,32,438,0.9065
35432,32,465,0.8805000000000001
35435,32,468,0.95475
35502,32,535,0.8992500000000001
35503,32,536,0.942
35514,32,547,0.8807499999999999
35519,32,552,0.859
35521,32,554,0.91325
35609,32,642,0.8165
35619,32,652,0.915
35681,32,714,0.88175
35709,32,742,0.95925
35710,32,743,0.8314999999999999
35756,32,789,0.8560000000000001
35769,32,802,0.8905000000000001
35770,32,803,0.9005000000000001
35773,32,806,0.802
35789,32,822,0.8075000000000001
35853,32,886,0.98225
35854,32,887,0.93375
35856,32,889,0.985
35857,32,890,0.9655
35939,32,972,0.8955
35979,32,1012,0.8062499999999999
35994,32,1027,0.99625
35995,32,1028,0.97475
36012,32,1045,0.82525
36017,32,1050,0.81175
36018,32,1051,0.91775
36071,32,1104,0.8755
36107,33,12,0.92475
37284,34,61,0.9685
37285,34,62,0.97625
37427,34,204,0.9485
37501,34,278,0.8985000000000001
37502,34,279,0.853
37597,34,374,0.8009999999999999
37720,34,497,0.929
37812,34,589,0.8427500000000001
37965,34,742,0.8632500000000001
38006,34,783,0.95675
38226,34,1003,0.86775
38230,34,1007,0.98725
38429,35,78,0.82575
38458,35,107,0.8852500000000001
38701,35,350,0.8325
38964,35,613,0.94325
38965,35,614,0.81
39197,35,846,0.944
39586,36,107,0.9375
39592,36,113,0.81375
39669,36,190,0.8027500000000001
39717,36,238,0.90825
39747,36,268,0.9385
39771,36,292,0.974
39772,36,293,0.98425
39802,36,323,0.90325
39803,36,324,0.8434999999999999
39944,36,465,0.919
40064,36,585,0.8200000000000001
40077,36,598,0.802
40080,36,601,0.92
40161,36,682,0.8995
40226,36,747,0.95925
40323,36,844,0.93825
40415,36,936,0.8867499999999999
40618,37,11,0.9105
41579,37,972,0.9335
41619,37,1012,0.81775
41697,37,1090,0.87025
41762,38,27,0.8807499999999999
41911,38,176,0.81775
42013,38,278,0.939
42014,38,279,0.93775
42174,38,439,0.90625
42657,38,922,0.981
42739,38,1004,0.91725
42889,39,26,0.8067500000000001
42957,39,94,0.90675
43064,39,201,0.9565
43093,39,230,0.865
43099,39,236,0.855
43244,39,381,0.81
43278,39,415,0.8320000000000001
43291,39,428,0.81975
43302,39,439,0.98425
43366,39,503,0.979
43876,39,1013,0.9925
43877,39,1014,0.9975
43878,39,1015,0.96825
43879,39,1016,0.94325
43880,39,1017,0.962
44025,40,34,0.8999999999999999
44098,40,107,0.9525
44889,40,898,0.957
44930,40,939,0.964
45124,41,5,0.94075
45140,41,21,0.8354999999999999
45170,41,51,0.8015000000000001
45228,41,109,0.883
45469,41,350,0.94625
45499,41,380,0.85775
45725,41,606,0.80975
45861,41,742,0.80175
45878,41,759,0.82775
45977,41,858,0.9535
46031,41,912,0.99625
46352,42,105,0.93425
46416,42,169,0.835
46515,42,268,0.90225
46671,42,424,0.8305
46745,42,498,0.91975
47203,42,956,0.825
47326,42,1079,0.8287500000000001
47327,42,1080,0.8714999999999999
47331,42,1084,0.913
47332,42,1085,0.819
47378,43,3,0.9375
47634,43,259,0.934
47725,43,350,0.967
47883,43,508,0.94325
47884,43,509,0.80525
47939,43,564,0.9465
47983,43,608,0.887
48149,43,774,0.97075
48233,43,858,0.965
48522,44,19,0.9735
48527,44,24,0.99175
48597,44,94,0.9315
48615,44,112,0.99925
48748,44,245,0.97975
48892,44,389,0.98925
48893,44,390,0.96875
48950,44,447,0.82375
49095,44,592,0.95425
49134,44,631,0.997
49210,44,707,0.8952500000000001
49454,44,951,0.8614999999999999
49577,44,1074,0.992
49578,44,1075,0.99975
49579,44,1076,0.8879999999999999
49580,44,1077,0.9895
49772,45,141,0.86375
49917,45,286,0.91125
49920,45,289,0.97625
50004,45,373,0.93425
50258,45,627,0.90725
50364,45,733,0.98425
50542,45,911,0.8322499999999999
50787,46,28,0.8752500000000001
50866,46,107,0.8162499999999999
50960,46,201,0.91575
51058,46,299,0.8580000000000001
51304,46,545,0.8115000000000001
51372,46,613,0.9595
51388,46,629,0.89175
51605,46,846,0.89375
51875,46,1116,0.98725
51937,47,50,0.80325
51973,47,86,0.8607499999999999
52030,47,143,0.835
52055,47,168,0.80375
52056,47,169,0.89025
52079,47,192,0.8839999999999999
52107,47,220,0.812
52127,47,240,0.8162499999999999
52129,47,242,0.84625
52154,47,267,0.9315
52155,47,268,0.97075
52172,47,285,0.9755
52187,47,300,0.9775
52199,47,312,0.90575
52206,47,319,0.85825
52210,47,323,0.823
52252,47,365,0.91225
52333,47,446,0.83775
52345,47,458,0.87225
52352,47,465,0.968
52355,47,468,0.97975
52356,47,469,0.8025
52359,47,472,0.9325
52360,47,473,0.94325
52364,47,477,0.905
52423,47,536,0.96875
52434,47,547,0.897
52440,47,553,0.8795
52441,47,554,0.8692500000000001
52445,47,558,0.94825
52521,47,634,0.92225
52569,47,682,0.95325
52570,47,683,0.90825
52576,47,689,0.83975
52587,47,700,0.8955
52599,47,712,0.80375
52626,47,739,0.83375
52629,47,742,0.8912500000000001
52638,47,751,0.89025
52676,47,789,0.8805000000000001
52684,47,797,0.98525
52693,47,806,0.98
52710,47,823,0.96225
52711,47,824,0.91175
52790,47,903,0.99375
52859,47,972,0.92775
52868,47,981,0.84575
52881,47,994,0.97525
52886,47,999,0.9075
52887,47,1000,0.965
52907,47,1020,0.90725
52912,47,1025,0.94625
52936,47,1049,0.93675
52937,47,1050,0.96575
52938,47,1051,0.96675
52957,47,1070,0.831
52971,47,1084,0.938
52972,47,1085,0.93475
52976,47,1089,0.8859999999999999
53077,48,62,0.9075
53078,48,63,0.8427500000000001
53079,48,64,0.9835
53201,48,186,0.9655
53324,48,309,0.922
53325,48,310,0.9965
53386,48,371,0.827
53558,48,543,0.9785
53604,48,589,0.83175
53629,48,614,0.8434999999999999
53708,48,693,0.9875
53982,48,967,0.83125
53986,48,971,0.87375
54022,48,1007,0.93525
54265,49,122,0.90775
54503,49,360,0.8125
54742,49,599,0.96125
54756,49,613,0.8985000000000001
54757,49,614,0.9335
54874,49,731,0.9045
54914,49,771,0.8652500000000001
54989,49,846,0.8947499999999999
55054,49,911,0.863
55259,49,1116,0.808
55326,50,55,0.88375
55452,50,181,0.8767499999999999
55463,50,192,0.96875
55491,50,220,0.8959999999999999
55511,50,240,0.96775
55513,50,242,0.987
55514,50,243,0.96975
55519,50,248,0.96975
55529,50,258,0.8134999999999999
55539,50,268,0.9815
55571,50,300,0.8055000000000001
55573,50,302,0.8574999999999999
55595,50,324,0.85175
55625,50,354,0.8879999999999999
55635,50,364,0.85625
55636,50,365,0.98025
55653,50,382,0.8505
55669,50,398,0.8374999999999999
55674,50,403,0.82525
55716,50,445,0.8474999999999999
55717,50,446,0.919
55723,50,452,0.8460000000000001
55736,50,465,0.97825
55738,50,467,0.80925
55739,50,468,0.98875
55740,50,469,0.9115
55769,50,498,0.941
55775,50,504,0.83925
55807,50,536,0.9845
55821,50,550,0.94425
55822,50,551,0.80975
55825,50,554,0.91925
55898,50,627,0.82575
55905,50,634,0.949
55923,50,652,0.8374999999999999
55960,50,689,0.91275
55962,50,691,0.8805000000000001
55971,50,700,0.90375
55983,50,712,0.881
55985,50,714,0.8265
55986,50,715,0.8182499999999999
56012,50,741,0.8879999999999999
56013,50,742,0.903
56014,50,743,0.8532500000000001
56016,50,745,0.8085
56017,50,746,0.86225
56021,50,750,0.8947499999999999
56027,50,756,0.8154999999999999
56029,50,758,0.99875
56031,50,760,0.954
56032,50,761,0.93575
56060,50,789,0.9955
56068,50,797,0.93575
56077,50,806,0.8652500000000001
56242,50,971,0.8600000000000001
56243,50,972,0.98225
56252,50,981,0.80925
56265,50,994,0.9955
56270,50,999,0.93975
56271,50,1000,0.8720000000000001
56296,50,1025,0.9015
56316,50,1045,0.91625
56320,50,1049,0.968
56321,50,1050,0.9885
56322,50,1051,0.99275
56343,50,1072,0.841
56355,50,1084,0.8705
56426,52,27,0.966
57158,52,759,0.9405
57167,52,768,0.80575
58859,54,204,0.8405
59243,54,588,0.9685
59244,54,589,0.91675
59614,54,959,0.8645
59808,55,25,0.8434999999999999
60470,55,687,0.9045
60706,55,923,0.925
61499,56,588,0.95375
62374,57,335,0.97825
62774,57,735,0.92625
62897,57,858,0.96775
63288,58,121,0.9645
63289,58,122,0.936
63379,58,212,0.8035000000000001
63579,58,412,0.8007500000000001
63735,58,568,0.8082499999999999
63781,58,614,0.8887499999999999
63807,58,640,0.915
63813,58,646,0.8580000000000001
63957,58,790,0.8532500000000001
64050,58,883,0.84775
65445,60,22,0.8925000000000001
65530,60,107,0.98025
65536,60,113,0.96
65626,60,203,0.8565
65800,60,377,0.909
65966,60,543,0.9665
66046,60,623,0.9125
66116,60,693,0.8360000000000001
67136,61,585,0.8045
67389,61,838,0.97875
67401,61,850,0.9385
67621,61,1070,0.9615
67633,61,1082,0.9975
67634,61,1083,0.9815
67896,62,217,0.89775
68002,62,323,0.8185
68066,62,387,0.8049999999999999
68067,62,388,0.8480000000000001
68128,62,449,0.839
68227,62,548,0.879
68325,62,646,0.97775
68363,62,684,0.98725
68366,62,687,0.981
68541,62,862,0.8227500000000001
68579,62,900,0.8705
68689,62,1010,0.908
68714,62,1035,0.8027500000000001
69037,63,230,0.93425
69223,63,416,0.928
69224,63,417,0.90925
69225,63,418,0.81575
69262,63,455,0.8422499999999999
69312,63,505,0.919
69577,63,770,0.98975
69727,63,920,0.8154999999999999
69765,63,958,0.99375
71293,65,230,0.8727499999999999
71395,65,332,0.943
71396,65,333,0.93975
71518,65,455,0.9555
71596,65,533,0.95725
71982,65,919,0.87025
71983,65,920,0.8927499999999999
72041,65,978,0.96875
72042,65,979,0.8387500000000001
72043,65,980,0.9495
72288,66,97,0.8480000000000001
72291,66,100,0.8345
72610,66,419,0.8647499999999999
72611,66,420,0.8062499999999999
72712,66,521,0.83975
72933,66,742,0.83575
73081,66,890,0.8859999999999999
73203,66,1012,0.8314999999999999
73278,66,1087,0.958
73554,67,235,0.8472500000000001
74475,68,28,0.8142499999999999
74992,68,545,0.81175
75046,68,599,0.93175
75174,68,727,0.83775
75178,68,731,0.86775
75293,68,846,0.9455
75354,68,907,0.92675
75356,68,909,0.877
75358,68,911,0.8460000000000001
75563,68,1116,0.8905000000000001
75669,69,94,0.81925
75782,69,207,0.8967499999999999
75805,69,230,0.97275
75991,69,416,0.91225
75992,69,417,0.92825
75993,69,418,0.86575
76080,69,505,0.8907499999999999
76203,69,628,0.86975
76646,69,1071,0.8747499999999999
76678,69,1103,0.958
76722,70,19,0.92375
76723,70,20,0.8042499999999999
76848,70,145,0.835
76849,70,146,0.971
76870,70,167,0.8260000000000001
76872,70,169,0.867
76958,70,255,0.85625
76978,70,275,0.97875
76979,70,276,0.8927499999999999
77155,70,452,0.81975
77159,70,456,0.8745
77161,70,458,0.925
77166,70,463,0.949
77225,70,522,0.9245
77445,70,742,0.80725
77613,70,910,0.8975
77659,70,956,0.9965
77678,70,975,0.8454999999999999
77684,70,981,0.8200000000000001
77712,70,1009,0.8939999999999999
77770,70,1067,0.95275
77772,70,1069,0.9905
77787,70,1084,0.96275
77788,70,1085,0.91875
77850,71,19,0.8855
77931,71,100,0.8047500000000001
78014,71,183,0.8247500000000001
78026,71,195,0.94425
78278,71,447,0.80725
78551,71,720,1.0
79186,72,227,0.94875
79229,72,270,0.865
79261,72,302,0.8545
79262,72,303,0.9005000000000001
79967,72,1008,0.8887499999999999
80109,73,22,0.96775
80194,73,107,0.8759999999999999
80209,73,122,0.8700000000000001
80492,73,405,0.8492500000000001
80667,73,580,0.853
80668,73,581,0.83525
81058,73,971,0.8207500000000001
81208,73,1121,0.906
81416,74,201,0.9915
81705,74,490,0.8765000000000001
81829,74,614,0.989
82078,74,863,0.975
82079,74,864,0.98925
82080,74,865,0.979
82515,75,172,0.956
83531,76,60,0.8614999999999999
83548,76,77,0.802
83751,76,280,0.94925
83890,76,419,0.95625
83891,76,420,0.97725
84249,76,778,0.8925000000000001
84273,76,802,0.8222499999999999
84331,76,860,0.947
84332,76,861,0.97525
84357,76,886,0.97
84358,76,887,0.99125
84360,76,889,0.9595
84361,76,890,0.99325
84422,76,951,0.8162499999999999
84483,76,1012,0.9345
85283,77,684,0.98975
85286,77,687,0.98425
86205,78,478,0.89425
86571,78,844,0.8085
86797,78,1070,0.8895
87477,79,622,0.954
87513,79,658,0.8055000000000001
87852,79,997,0.8472500000000001
87880,79,1025,0.8827499999999999
87886,79,1031,0.9095
88186,80,203,0.87025
88187,80,204,0.98875
88542,80,559,0.91
88644,80,661,0.8247500000000001
89192,81,81,0.91425
89366,81,255,0.8627499999999999
89379,81,268,0.93825
89380,81,269,0.9985
89465,81,354,0.8302499999999999
89534,81,423,0.99125
89535,81,424,0.98925
89621,81,510,0.9745
89623,81,512,0.94725
89733,81,622,0.93475
89769,81,658,0.9615
89811,81,700,0.8115000000000001
89852,81,741,0.997
89853,81,742,0.8287500000000001
90092,81,981,0.94775
90195,81,1084,0.8979999999999999
90196,81,1085,0.8865000000000001
90789,82,550,0.87225
90992,82,753,0.9955
91007,82,768,0.8095000000000001
91084,82,845,0.8200000000000001
91085,82,846,0.8907499999999999
91355,82,1116,0.9355
92265,83,898,0.9905
92458,83,1091,0.8447499999999999
93882,85,259,0.86175
93983,85,360,0.851
94162,85,539,0.90975
94248,85,625,0.92925
94350,85,727,0.8354999999999999
94397,85,774,0.8865000000000001
94520,85,897,0.92125
94715,85,1092,0.80325
94986,86,235,0.973
95397,86,646,0.916
96253,87,374,0.8895
96405,87,526,0.8260000000000001
96468,87,589,0.9525
96801,87,922,0.95575
97237,88,230,0.977
97424,88,417,0.95225
97886,88,879,0.957
98078,88,1071,0.88025
98217,89,82,0.92225
98330,89,195,0.9025
98386,89,251,0.99175
98660,89,525,0.8614999999999999
98722,89,587,0.9095
99134,89,999,0.931
99135,89,1000,0.853
99155,89,1020,0.91225
99160,89,1025,0.8827499999999999
100955,92,564,0.96875
101749,93,230,0.8895
102041,93,522,0.8465
102586,93,1067,0.99775
102588,93,1069,0.999
102673,94,26,0.8002499999999999
102882,94,235,0.90575
103059,94,412,0.8952500000000001
103099,94,452,0.80975
103293,94,646,0.81975
103493,94,846,0.895
103578,94,931,0.97575
103794,95,19,0.9895
103795,95,20,0.983
103907,95,132,0.8792500000000001
103970,95,195,0.881
104144,95,369,0.91575
104222,95,447,0.97875
104256,95,481,0.96975
104876,95,1101,0.81525
105113,96,210,0.8162499999999999
105257,96,354,0.8200000000000001
105815,96,912,0.8274999999999999
106171,97,140,0.9485
106174,97,143,0.956
106200,97,169,0.889
106301,97,270,0.96075
106433,97,402,0.8952500000000001
106436,97,405,0.8525
106442,97,411,0.93075
106504,97,473,0.80975
106506,97,475,0.8815
106524,97,493,0.8765000000000001
106567,97,536,0.8280000000000001
106571,97,540,0.8022499999999999
106800,97,769,0.8385
106837,97,806,0.96375
106876,97,845,0.8607499999999999
106967,97,936,0.9645
107115,97,1084,0.9295
107699,98,540,0.812
107901,98,742,0.8089999999999999
108759,99,472,0.81175
108899,99,612,0.80925
109088,99,801,0.81975
109106,99,819,0.8707499999999999
109666,100,251,0.8685
109673,100,258,0.974
109973,100,558,0.90925
110061,100,646,0.81175
110213,100,798,0.956
110214,100,799,0.9885
110215,100,800,0.9655
110534,100,1119,0.9765
110573,101,30,0.8707499999999999
110724,101,181,0.8262499999999999
110811,101,268,0.90775
110812,101,269,0.90825
110813,101,270,0.8852500000000001
110832,101,289,0.82325
110834,101,291,0.8727499999999999
110884,101,341,0.8594999999999999
110955,101,412,0.8832500000000001
110995,101,452,0.8919999999999999
111014,101,471,0.8282499999999999
111041,101,498,0.9605
111071,101,528,0.80775
111072,101,529,0.95675
111083,101,540,0.96475
111087,101,544,0.8122499999999999
111278,101,735,0.95
111285,101,742,0.88825
111372,101,829,0.95725
111400,101,857,0.8492500000000001
111551,101,1008,0.8274999999999999
111605,101,1062,0.8965000000000001
111901,102,230,0.81775
113481,103,682,0.8654999999999999
113482,103,683,0.9105
113824,103,1025,0.8785000000000001
114157,104,230,0.978
114259,104,332,0.8089999999999999
114343,104,416,0.9255
114344,104,417,0.8220000000000001
114371,104,444,0.994
114382,104,455,0.95675
114432,104,505,0.94175
114806,104,879,0.84375
114886,104,959,0.96575
114998,104,1071,0.83375
115083,105,28,0.941
115193,105,138,0.9465
115256,105,201,0.922
115668,105,613,0.8554999999999999
115669,105,614,0.98925
115826,105,771,0.8959999999999999
115901,105,846,0.8755
115918,105,863,0.949
115919,105,864,0.965
115955,105,900,0.90575
116616,106,433,0.937
116617,106,434,0.8787499999999999
117726,107,415,0.8005
117992,107,681,0.989
118354,107,1043,0.93675
118355,107,1044,0.94475
118913,108,474,0.8720000000000001
118946,108,507,0.8009999999999999
119586,110,19,0.9185
119621,110,54,0.8879999999999999
119688,110,121,0.8985000000000001
119689,110,122,0.8062499999999999
119694,110,127,0.887
119695,110,128,0.9085
119699,110,132,0.82575
119700,110,133,0.84825
119729,110,162,0.88575
119735,110,168,0.8302499999999999
119736,110,169,0.8747499999999999
119779,110,212,0.8480000000000001
119827,110,260,0.9795
119890,110,323,0.8955
119891,110,324,0.93475
119905,110,338,0.8872500000000001
119917,110,350,0.9215
119926,110,359,0.9785
119932,110,365,0.8115000000000001
119937,110,370,0.95925
119956,110,389,0.8107500000000001
119968,110,401,0.84325
119977,110,410,0.93725
120012,110,445,0.88625
120013,110,446,0.8600000000000001
120031,110,464,0.8015000000000001
120032,110,465,0.94025
120035,110,468,0.8400000000000001
120036,110,469,0.94
120071,110,504,0.88425
120075,110,508,0.9895
120076,110,509,0.98775
120098,110,531,0.831
120103,110,536,0.97175
120115,110,548,0.815
120116,110,549,0.8067500000000001
120120,110,553,0.8540000000000001
120178,110,611,0.8140000000000001
120181,110,614,0.88575
120201,110,634,0.9115
120205,110,638,0.948
120213,110,646,0.8394999999999999
